"","PERSON_ID","PLAYER_LAST_NAME","PLAYER_FIRST_NAME","PLAYER_SLUG","TEAM_ID","TEAM_ABBREVIATION"
"2255","1627745","Jones","Damian","damian-jones","1610612739","CLE"
"2256","1800","Jones","Damon","damon-jones","1610612739","CLE"
"2257","203199","Jones","DeQuan","dequan-jones","1610612753","ORL"
"2258","202346","Jones","Dominique","dominique-jones","1610612742","DAL"
"2259","963","Jones","Dontae'","dontae-jones","1610612738","BOS"
"2260","101204","Jones","Dwayne","dwayne-jones","1610612739","CLE"
"2261","77182","Jones","Dwight","dwight-jones","1610612741","CHI"
"2262","77183","Jones","Earl","earl-jones","1610612749","MIL"
"2263","224","Jones","Eddie","eddie-jones","1610612748","MIA"
"2264","77184","Jones","Edgar","edgar-jones","1610612759","SAS"
"2265","2410","Jones","Fred","fred-jones","1610612754","IND"
"2266","1630529","Jones","Herbert","herbert-jones","1610612740","NOP"
"2267","77185","Jones","Jake","jake-jones","1610612758","SAC"
"2268","1627883","Jones","Jalen","jalen-jones","1610612739","CLE"
"2269","2592","Jones","James","james-jones","1610612748","MIA"
"2270","1629203","Jones","Jemerrio","jemerrio-jones","1610612747","LAL"
"2271","77186","Jones","Jimmy","jimmy-jones","1610612764","WAS"
"2272","77187","Jones","Johnny","johnny-jones","1610612738","BOS"
"2273","1908","Jones","Jumaine","jumaine-jones","1610612739","CLE"
"2274","77188","Jones","K.C.","kc-jones","1610612738","BOS"
"2275","1630539","Jones","Kai","kai-jones","1610612746","LAC"
"2276","203158","Jones","Kevin","kevin-jones","1610612739","CLE"
"2277","77200","Jones","Larry","larry-jones","1610612755","PHI"
"2278","77189","Jones","Major","major-jones","1610612745","HOU"
"2279","2891","Jones","Mark","mark-jones","1610612753","ORL"
"2280","90000","Jones","Mark","mark-jones","1610612751","BKN"
"2281","1630222","Jones","Mason","mason-jones","1610612758","SAC"
"2282","77195","Jones","Nick","nick-jones","1610612744","GSW"
"2283","77191","Jones","Ozell","ozell-jones","1610612759","SAS"
"2284","461","Jones","Popeye","popeye-jones","1610612742","DAL"
"2285","77192","Jones","Rich","rich-jones","1610612751","BKN"
